date,complaint_type,borough,request_count,temp_max_c,temp_min_c,temp_mean_c,prcp_mm,snow_mm,prcp_measurement_flag,prcp_quality_flag,prcp_source_flag,prcp_observation_time
2022-01-01,Air Quality,MANHATTAN,5,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Air Quality,QUEENS,2,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,HEAT/HOT WATER,BRONX,164,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,HEAT/HOT WATER,BROOKLYN,114,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,HEAT/HOT WATER,MANHATTAN,114,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,HEAT/HOT WATER,QUEENS,50,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,HEAT/HOT WATER,STATEN ISLAND,2,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Noise - Street/Sidewalk,BRONX,104,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Noise - Street/Sidewalk,BROOKLYN,83,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Noise - Street/Sidewalk,MANHATTAN,170,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Noise - Street/Sidewalk,QUEENS,151,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Noise - Street/Sidewalk,STATEN ISLAND,6,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Sewer,BRONX,2,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Sewer,BROOKLYN,26,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Sewer,MANHATTAN,1,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Sewer,QUEENS,22,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Sewer,STATEN ISLAND,9,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Street Condition,BRONX,2,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Street Condition,BROOKLYN,10,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Street Condition,MANHATTAN,8,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Street Condition,QUEENS,16,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-01,Street Condition,STATEN ISLAND,5,13.3,10.0,11.65,20.1,0.0,none,none,W,2400
2022-01-02,Air Quality,BRONX,1,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Air Quality,MANHATTAN,3,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Air Quality,QUEENS,7,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,HEAT/HOT WATER,BRONX,259,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,HEAT/HOT WATER,BROOKLYN,205,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,HEAT/HOT WATER,MANHATTAN,166,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,HEAT/HOT WATER,QUEENS,77,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,HEAT/HOT WATER,STATEN ISLAND,8,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Noise - Street/Sidewalk,BRONX,23,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Noise - Street/Sidewalk,BROOKLYN,40,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Noise - Street/Sidewalk,MANHATTAN,85,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Noise - Street/Sidewalk,QUEENS,34,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Noise - Street/Sidewalk,STATEN ISLAND,2,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Sewer,BRONX,8,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Sewer,BROOKLYN,19,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Sewer,MANHATTAN,1,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Sewer,QUEENS,36,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Sewer,STATEN ISLAND,21,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Street Condition,BRONX,24,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Street Condition,BROOKLYN,55,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Street Condition,MANHATTAN,9,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Street Condition,QUEENS,41,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-02,Street Condition,STATEN ISLAND,7,15.0,2.8,8.9,1.0,0.0,none,none,W,2400
2022-01-03,Air Quality,BRONX,1,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Air Quality,BROOKLYN,4,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Air Quality,MANHATTAN,38,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Air Quality,QUEENS,10,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,HEAT/HOT WATER,BRONX,851,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,HEAT/HOT WATER,BROOKLYN,635,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,HEAT/HOT WATER,MANHATTAN,399,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,HEAT/HOT WATER,QUEENS,287,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,HEAT/HOT WATER,STATEN ISLAND,23,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Noise - Street/Sidewalk,BRONX,7,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Noise - Street/Sidewalk,BROOKLYN,12,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Noise - Street/Sidewalk,MANHATTAN,27,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Noise - Street/Sidewalk,QUEENS,8,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Sewer,BRONX,8,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Sewer,BROOKLYN,20,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Sewer,MANHATTAN,5,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Sewer,QUEENS,23,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Sewer,STATEN ISLAND,15,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Street Condition,BRONX,33,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Street Condition,BROOKLYN,48,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Street Condition,MANHATTAN,27,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Street Condition,QUEENS,93,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-03,Street Condition,STATEN ISLAND,13,2.8,-5.5,-1.35,0.0,0.0,none,none,W,2400
2022-01-04,Air Quality,BROOKLYN,6,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Air Quality,MANHATTAN,41,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Air Quality,QUEENS,9,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,HEAT/HOT WATER,BRONX,836,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,HEAT/HOT WATER,BROOKLYN,637,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,HEAT/HOT WATER,MANHATTAN,493,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,HEAT/HOT WATER,QUEENS,349,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,HEAT/HOT WATER,STATEN ISLAND,30,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Noise - Street/Sidewalk,BRONX,7,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Noise - Street/Sidewalk,BROOKLYN,17,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Noise - Street/Sidewalk,MANHATTAN,30,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Noise - Street/Sidewalk,QUEENS,5,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Sewer,BRONX,10,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Sewer,BROOKLYN,14,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Sewer,MANHATTAN,2,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Sewer,QUEENS,24,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Sewer,STATEN ISLAND,10,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Street Condition,BRONX,28,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Street Condition,BROOKLYN,74,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Street Condition,MANHATTAN,18,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Street Condition,QUEENS,81,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-04,Street Condition,STATEN ISLAND,47,1.1,-7.1,-3.0,0.0,0.0,none,none,W,2400
2022-01-05,Air Quality,BRONX,1,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Air Quality,BROOKLYN,1,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Air Quality,MANHATTAN,32,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Air Quality,QUEENS,5,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Air Quality,STATEN ISLAND,1,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,HEAT/HOT WATER,BRONX,493,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,HEAT/HOT WATER,BROOKLYN,343,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,HEAT/HOT WATER,MANHATTAN,262,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,HEAT/HOT WATER,QUEENS,154,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,HEAT/HOT WATER,STATEN ISLAND,16,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Noise - Street/Sidewalk,BRONX,9,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Noise - Street/Sidewalk,BROOKLYN,25,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Noise - Street/Sidewalk,MANHATTAN,37,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Noise - Street/Sidewalk,QUEENS,4,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Sewer,BRONX,5,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Sewer,BROOKLYN,13,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Sewer,MANHATTAN,9,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Sewer,QUEENS,29,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Sewer,STATEN ISLAND,4,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Street Condition,BRONX,14,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Street Condition,BROOKLYN,63,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Street Condition,MANHATTAN,30,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Street Condition,QUEENS,56,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-05,Street Condition,STATEN ISLAND,47,8.3,-0.5,3.9000000000000004,5.8,0.0,none,none,W,2400
2022-01-06,Air Quality,BROOKLYN,2,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Air Quality,MANHATTAN,32,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Air Quality,QUEENS,10,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,HEAT/HOT WATER,BRONX,401,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,HEAT/HOT WATER,BROOKLYN,317,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,HEAT/HOT WATER,MANHATTAN,239,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,HEAT/HOT WATER,QUEENS,162,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,HEAT/HOT WATER,STATEN ISLAND,19,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Noise - Street/Sidewalk,BRONX,11,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Noise - Street/Sidewalk,BROOKLYN,27,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Noise - Street/Sidewalk,MANHATTAN,38,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Noise - Street/Sidewalk,QUEENS,11,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Noise - Street/Sidewalk,STATEN ISLAND,1,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Sewer,BRONX,6,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Sewer,BROOKLYN,13,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Sewer,MANHATTAN,3,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Sewer,QUEENS,16,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Sewer,STATEN ISLAND,4,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Street Condition,BRONX,10,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Street Condition,BROOKLYN,31,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Street Condition,MANHATTAN,21,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Street Condition,QUEENS,31,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-06,Street Condition,STATEN ISLAND,9,5.0,1.1,3.05,0.0,0.0,none,none,W,2400
2022-01-07,Air Quality,BRONX,2,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Air Quality,BROOKLYN,1,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Air Quality,MANHATTAN,21,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Air Quality,QUEENS,5,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,HEAT/HOT WATER,BRONX,516,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,HEAT/HOT WATER,BROOKLYN,383,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,HEAT/HOT WATER,MANHATTAN,291,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,HEAT/HOT WATER,QUEENS,196,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,HEAT/HOT WATER,STATEN ISLAND,18,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Noise - Street/Sidewalk,BRONX,13,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Noise - Street/Sidewalk,BROOKLYN,13,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Noise - Street/Sidewalk,MANHATTAN,52,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Noise - Street/Sidewalk,QUEENS,6,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Noise - Street/Sidewalk,STATEN ISLAND,1,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Sewer,BRONX,14,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Sewer,BROOKLYN,13,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Sewer,MANHATTAN,6,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Sewer,QUEENS,27,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Sewer,STATEN ISLAND,4,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Street Condition,BRONX,30,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Street Condition,BROOKLYN,25,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Street Condition,MANHATTAN,5,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Street Condition,QUEENS,10,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-07,Street Condition,STATEN ISLAND,4,1.1,-3.8,-1.3499999999999999,9.7,14.7,none,none,W,2400
2022-01-08,Air Quality,BRONX,3,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Air Quality,BROOKLYN,1,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Air Quality,MANHATTAN,3,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Air Quality,QUEENS,1,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Air Quality,STATEN ISLAND,1,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,HEAT/HOT WATER,BRONX,747,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,HEAT/HOT WATER,BROOKLYN,594,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,HEAT/HOT WATER,MANHATTAN,514,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,HEAT/HOT WATER,QUEENS,286,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,HEAT/HOT WATER,STATEN ISLAND,32,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Noise - Street/Sidewalk,BRONX,18,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Noise - Street/Sidewalk,BROOKLYN,18,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Noise - Street/Sidewalk,MANHATTAN,57,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Noise - Street/Sidewalk,QUEENS,9,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Noise - Street/Sidewalk,STATEN ISLAND,1,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Sewer,BRONX,7,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Sewer,BROOKLYN,10,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Sewer,MANHATTAN,5,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Sewer,QUEENS,15,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Sewer,STATEN ISLAND,7,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Street Condition,BRONX,9,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Street Condition,BROOKLYN,5,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Street Condition,MANHATTAN,7,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Street Condition,QUEENS,35,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-08,Street Condition,STATEN ISLAND,5,-1.0,-6.6,-3.8,0.0,0.0,none,none,W,2400
2022-01-09,Air Quality,BROOKLYN,2,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Air Quality,MANHATTAN,5,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Air Quality,QUEENS,11,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,HEAT/HOT WATER,BRONX,475,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,HEAT/HOT WATER,BROOKLYN,394,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,HEAT/HOT WATER,MANHATTAN,335,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,HEAT/HOT WATER,QUEENS,193,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,HEAT/HOT WATER,STATEN ISLAND,16,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Noise - Street/Sidewalk,BRONX,37,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Noise - Street/Sidewalk,BROOKLYN,23,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Noise - Street/Sidewalk,MANHATTAN,53,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Noise - Street/Sidewalk,QUEENS,7,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Noise - Street/Sidewalk,STATEN ISLAND,5,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Sewer,BRONX,4,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Sewer,BROOKLYN,12,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Sewer,MANHATTAN,5,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Sewer,QUEENS,20,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Sewer,STATEN ISLAND,3,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Street Condition,BRONX,1,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Street Condition,BROOKLYN,47,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Street Condition,MANHATTAN,17,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Street Condition,QUEENS,39,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-09,Street Condition,STATEN ISLAND,7,4.4,-1.6,1.4000000000000001,2.5,0.0,none,none,W,2400
2022-01-10,Air Quality,BROOKLYN,3,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Air Quality,MANHATTAN,25,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Air Quality,QUEENS,12,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Air Quality,STATEN ISLAND,2,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,HEAT/HOT WATER,BRONX,789,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,HEAT/HOT WATER,BROOKLYN,629,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,HEAT/HOT WATER,MANHATTAN,473,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,HEAT/HOT WATER,QUEENS,260,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,HEAT/HOT WATER,STATEN ISLAND,27,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Noise - Street/Sidewalk,BRONX,11,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Noise - Street/Sidewalk,BROOKLYN,13,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Noise - Street/Sidewalk,MANHATTAN,19,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Noise - Street/Sidewalk,QUEENS,4,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Noise - Street/Sidewalk,STATEN ISLAND,1,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Sewer,BRONX,18,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Sewer,BROOKLYN,21,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Sewer,MANHATTAN,4,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Sewer,QUEENS,24,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Sewer,STATEN ISLAND,11,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Street Condition,BRONX,38,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Street Condition,BROOKLYN,49,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Street Condition,MANHATTAN,32,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Street Condition,QUEENS,81,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-10,Street Condition,STATEN ISLAND,31,4.4,-4.3,0.050000000000000266,0.0,0.0,none,none,W,2400
2022-01-11,Air Quality,BRONX,1,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
2022-01-11,Air Quality,BROOKLYN,4,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
2022-01-11,Air Quality,MANHATTAN,20,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
2022-01-11,Air Quality,QUEENS,10,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
2022-01-11,HEAT/HOT WATER,BRONX,1549,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
2022-01-11,HEAT/HOT WATER,BROOKLYN,1153,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
2022-01-11,HEAT/HOT WATER,MANHATTAN,1041,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
2022-01-11,HEAT/HOT WATER,QUEENS,590,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
2022-01-11,HEAT/HOT WATER,STATEN ISLAND,30,-4.3,-9.3,-6.800000000000001,0.05,0.0,T,none,W,2400
