request_date,complaint_type,borough,request_count
2023-03-20T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,64
2023-03-20T00:00:00.000,Noise - Street/Sidewalk,QUEENS,14
2023-03-20T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,3
2023-03-20T00:00:00.000,Sewer,BRONX,6
2023-03-20T00:00:00.000,Sewer,BROOKLYN,19
2023-03-20T00:00:00.000,Sewer,MANHATTAN,1
2023-03-20T00:00:00.000,Sewer,QUEENS,18
2023-03-20T00:00:00.000,Sewer,STATEN ISLAND,8
2023-03-20T00:00:00.000,Street Condition,BRONX,25
2023-03-20T00:00:00.000,Street Condition,BROOKLYN,55
2023-03-20T00:00:00.000,Street Condition,MANHATTAN,41
2023-03-20T00:00:00.000,Street Condition,QUEENS,76
2023-03-20T00:00:00.000,Street Condition,STATEN ISLAND,48
2023-03-21T00:00:00.000,Air Quality,BRONX,2
2023-03-21T00:00:00.000,Air Quality,BROOKLYN,5
2023-03-21T00:00:00.000,Air Quality,MANHATTAN,23
2023-03-21T00:00:00.000,Air Quality,QUEENS,11
2023-03-21T00:00:00.000,Air Quality,STATEN ISLAND,1
2023-03-21T00:00:00.000,HEAT/HOT WATER,BRONX,245
2023-03-21T00:00:00.000,HEAT/HOT WATER,BROOKLYN,184
2023-03-21T00:00:00.000,HEAT/HOT WATER,MANHATTAN,184
2023-03-21T00:00:00.000,HEAT/HOT WATER,QUEENS,95
2023-03-21T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,14
2023-03-21T00:00:00.000,Noise - Street/Sidewalk,BRONX,73
2023-03-21T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,49
2023-03-21T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,89
2023-03-21T00:00:00.000,Noise - Street/Sidewalk,QUEENS,20
2023-03-21T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,2
2023-03-21T00:00:00.000,Sewer,BRONX,6
2023-03-21T00:00:00.000,Sewer,BROOKLYN,18
2023-03-21T00:00:00.000,Sewer,MANHATTAN,3
2023-03-21T00:00:00.000,Sewer,QUEENS,21
2023-03-21T00:00:00.000,Sewer,STATEN ISLAND,5
2023-03-21T00:00:00.000,Street Condition,BRONX,20
2023-03-21T00:00:00.000,Street Condition,BROOKLYN,57
2023-03-21T00:00:00.000,Street Condition,MANHATTAN,23
2023-03-21T00:00:00.000,Street Condition,QUEENS,63
2023-03-21T00:00:00.000,Street Condition,STATEN ISLAND,30
2023-03-21T00:00:00.000,Street Condition,Unspecified,1
2023-03-22T00:00:00.000,Air Quality,BRONX,2
2023-03-22T00:00:00.000,Air Quality,BROOKLYN,5
2023-03-22T00:00:00.000,Air Quality,MANHATTAN,14
2023-03-22T00:00:00.000,Air Quality,QUEENS,13
2023-03-22T00:00:00.000,Air Quality,STATEN ISLAND,1
2023-03-22T00:00:00.000,HEAT/HOT WATER,BRONX,204
2023-03-22T00:00:00.000,HEAT/HOT WATER,BROOKLYN,178
2023-03-22T00:00:00.000,HEAT/HOT WATER,MANHATTAN,159
2023-03-22T00:00:00.000,HEAT/HOT WATER,QUEENS,95
2023-03-22T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,10
2023-03-22T00:00:00.000,Noise - Street/Sidewalk,BRONX,38
2023-03-22T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,42
2023-03-22T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,86
2023-03-22T00:00:00.000,Noise - Street/Sidewalk,QUEENS,26
2023-03-22T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,5
2023-03-22T00:00:00.000,Sewer,BRONX,11
2023-03-22T00:00:00.000,Sewer,BROOKLYN,23
2023-03-22T00:00:00.000,Sewer,MANHATTAN,6
2023-03-22T00:00:00.000,Sewer,QUEENS,23
2023-03-22T00:00:00.000,Sewer,STATEN ISLAND,7
2023-03-22T00:00:00.000,Street Condition,BRONX,21
2023-03-22T00:00:00.000,Street Condition,BROOKLYN,69
2023-03-22T00:00:00.000,Street Condition,MANHATTAN,46
2023-03-22T00:00:00.000,Street Condition,QUEENS,96
2023-03-22T00:00:00.000,Street Condition,STATEN ISLAND,25
2023-03-23T00:00:00.000,Air Quality,BROOKLYN,5
2023-03-23T00:00:00.000,Air Quality,MANHATTAN,24
2023-03-23T00:00:00.000,Air Quality,QUEENS,11
2023-03-23T00:00:00.000,HEAT/HOT WATER,BRONX,187
2023-03-23T00:00:00.000,HEAT/HOT WATER,BROOKLYN,152
2023-03-23T00:00:00.000,HEAT/HOT WATER,MANHATTAN,131
2023-03-23T00:00:00.000,HEAT/HOT WATER,QUEENS,72
2023-03-23T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,13
2023-03-23T00:00:00.000,Noise - Street/Sidewalk,BRONX,27
2023-03-23T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,52
2023-03-23T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,84
2023-03-23T00:00:00.000,Noise - Street/Sidewalk,QUEENS,25
2023-03-23T00:00:00.000,Sewer,BRONX,9
2023-03-23T00:00:00.000,Sewer,BROOKLYN,16
2023-03-23T00:00:00.000,Sewer,MANHATTAN,2
2023-03-23T00:00:00.000,Sewer,QUEENS,24
2023-03-23T00:00:00.000,Sewer,STATEN ISLAND,5
2023-03-23T00:00:00.000,Street Condition,BRONX,24
2023-03-23T00:00:00.000,Street Condition,BROOKLYN,55
2023-03-23T00:00:00.000,Street Condition,MANHATTAN,63
2023-03-23T00:00:00.000,Street Condition,QUEENS,64
2023-03-23T00:00:00.000,Street Condition,STATEN ISLAND,16
2023-03-24T00:00:00.000,Air Quality,BRONX,1
2023-03-24T00:00:00.000,Air Quality,BROOKLYN,11
2023-03-24T00:00:00.000,Air Quality,MANHATTAN,25
2023-03-24T00:00:00.000,Air Quality,QUEENS,10
2023-03-24T00:00:00.000,Air Quality,STATEN ISLAND,1
2023-03-24T00:00:00.000,HEAT/HOT WATER,BRONX,267
2023-03-24T00:00:00.000,HEAT/HOT WATER,BROOKLYN,160
2023-03-24T00:00:00.000,HEAT/HOT WATER,MANHATTAN,136
2023-03-24T00:00:00.000,HEAT/HOT WATER,QUEENS,99
2023-03-24T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,4
2023-03-24T00:00:00.000,Noise - Street/Sidewalk,BRONX,59
2023-03-24T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,67
2023-03-24T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,108
2023-03-24T00:00:00.000,Noise - Street/Sidewalk,QUEENS,33
2023-03-24T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,3
2023-03-24T00:00:00.000,Sewer,BRONX,9
2023-03-24T00:00:00.000,Sewer,BROOKLYN,11
2023-03-24T00:00:00.000,Sewer,MANHATTAN,3
2023-03-24T00:00:00.000,Sewer,QUEENS,18
2023-03-24T00:00:00.000,Sewer,STATEN ISLAND,6
2023-03-24T00:00:00.000,Street Condition,BRONX,17
2023-03-24T00:00:00.000,Street Condition,BROOKLYN,32
2023-03-24T00:00:00.000,Street Condition,MANHATTAN,31
2023-03-24T00:00:00.000,Street Condition,QUEENS,68
2023-03-24T00:00:00.000,Street Condition,STATEN ISLAND,22
2023-03-25T00:00:00.000,Air Quality,BRONX,3
2023-03-25T00:00:00.000,Air Quality,BROOKLYN,5
2023-03-25T00:00:00.000,Air Quality,MANHATTAN,3
2023-03-25T00:00:00.000,Air Quality,QUEENS,6
2023-03-25T00:00:00.000,HEAT/HOT WATER,BRONX,327
2023-03-25T00:00:00.000,HEAT/HOT WATER,BROOKLYN,232
2023-03-25T00:00:00.000,HEAT/HOT WATER,MANHATTAN,158
2023-03-25T00:00:00.000,HEAT/HOT WATER,QUEENS,115
2023-03-25T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,8
2023-03-25T00:00:00.000,Noise - Street/Sidewalk,BRONX,37
2023-03-25T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,44
2023-03-25T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,95
2023-03-25T00:00:00.000,Noise - Street/Sidewalk,QUEENS,26
2023-03-25T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,4
2023-03-25T00:00:00.000,Sewer,BRONX,7
2023-03-25T00:00:00.000,Sewer,BROOKLYN,16
2023-03-25T00:00:00.000,Sewer,MANHATTAN,4
2023-03-25T00:00:00.000,Sewer,QUEENS,9
2023-03-25T00:00:00.000,Sewer,STATEN ISLAND,2
2023-03-25T00:00:00.000,Street Condition,BRONX,5
2023-03-25T00:00:00.000,Street Condition,BROOKLYN,25
2023-03-25T00:00:00.000,Street Condition,MANHATTAN,28
2023-03-25T00:00:00.000,Street Condition,QUEENS,28
2023-03-25T00:00:00.000,Street Condition,STATEN ISLAND,16
2023-03-26T00:00:00.000,Air Quality,BROOKLYN,5
2023-03-26T00:00:00.000,Air Quality,MANHATTAN,1
2023-03-26T00:00:00.000,Air Quality,QUEENS,17
2023-03-26T00:00:00.000,HEAT/HOT WATER,BRONX,116
2023-03-26T00:00:00.000,HEAT/HOT WATER,BROOKLYN,114
2023-03-26T00:00:00.000,HEAT/HOT WATER,MANHATTAN,91
2023-03-26T00:00:00.000,HEAT/HOT WATER,QUEENS,44
2023-03-26T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,5
2023-03-26T00:00:00.000,Noise - Street/Sidewalk,BRONX,228
2023-03-26T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,101
2023-03-26T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,144
2023-03-26T00:00:00.000,Noise - Street/Sidewalk,QUEENS,72
2023-03-26T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,5
2023-03-26T00:00:00.000,Sewer,BRONX,6
2023-03-26T00:00:00.000,Sewer,BROOKLYN,7
2023-03-26T00:00:00.000,Sewer,MANHATTAN,3
2023-03-26T00:00:00.000,Sewer,QUEENS,8
2023-03-26T00:00:00.000,Sewer,STATEN ISLAND,6
2023-03-26T00:00:00.000,Street Condition,BRONX,5
2023-03-26T00:00:00.000,Street Condition,BROOKLYN,31
2023-03-26T00:00:00.000,Street Condition,MANHATTAN,26
2023-03-26T00:00:00.000,Street Condition,QUEENS,58
2023-03-26T00:00:00.000,Street Condition,STATEN ISLAND,10
2023-03-26T00:00:00.000,Street Condition,Unspecified,1
2023-03-27T00:00:00.000,Air Quality,BRONX,2
2023-03-27T00:00:00.000,Air Quality,BROOKLYN,8
2023-03-27T00:00:00.000,Air Quality,MANHATTAN,25
2023-03-27T00:00:00.000,Air Quality,QUEENS,14
2023-03-27T00:00:00.000,Air Quality,STATEN ISLAND,1
2023-03-27T00:00:00.000,HEAT/HOT WATER,BRONX,244
2023-03-27T00:00:00.000,HEAT/HOT WATER,BROOKLYN,177
2023-03-27T00:00:00.000,HEAT/HOT WATER,MANHATTAN,138
2023-03-27T00:00:00.000,HEAT/HOT WATER,QUEENS,83
2023-03-27T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,6
2023-03-27T00:00:00.000,Noise - Street/Sidewalk,BRONX,25
2023-03-27T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,41
2023-03-27T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,65
2023-03-27T00:00:00.000,Noise - Street/Sidewalk,QUEENS,19
2023-03-27T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,4
2023-03-27T00:00:00.000,Sewer,BRONX,5
2023-03-27T00:00:00.000,Sewer,BROOKLYN,19
2023-03-27T00:00:00.000,Sewer,MANHATTAN,7
2023-03-27T00:00:00.000,Sewer,QUEENS,28
2023-03-27T00:00:00.000,Sewer,STATEN ISLAND,7
2023-03-27T00:00:00.000,Street Condition,BRONX,27
2023-03-27T00:00:00.000,Street Condition,BROOKLYN,43
2023-03-27T00:00:00.000,Street Condition,MANHATTAN,43
2023-03-27T00:00:00.000,Street Condition,QUEENS,79
2023-03-27T00:00:00.000,Street Condition,STATEN ISLAND,28
2023-03-28T00:00:00.000,Air Quality,BRONX,4
2023-03-28T00:00:00.000,Air Quality,BROOKLYN,7
2023-03-28T00:00:00.000,Air Quality,MANHATTAN,20
2023-03-28T00:00:00.000,Air Quality,QUEENS,20
2023-03-28T00:00:00.000,Air Quality,STATEN ISLAND,2
2023-03-28T00:00:00.000,HEAT/HOT WATER,BRONX,290
2023-03-28T00:00:00.000,HEAT/HOT WATER,BROOKLYN,197
2023-03-28T00:00:00.000,HEAT/HOT WATER,MANHATTAN,157
2023-03-28T00:00:00.000,HEAT/HOT WATER,QUEENS,79
2023-03-28T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,7
2023-03-28T00:00:00.000,Noise - Street/Sidewalk,BRONX,19
2023-03-28T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,57
2023-03-28T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,72
2023-03-28T00:00:00.000,Noise - Street/Sidewalk,QUEENS,21
2023-03-28T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2023-03-28T00:00:00.000,Sewer,BRONX,5
2023-03-28T00:00:00.000,Sewer,BROOKLYN,17
2023-03-28T00:00:00.000,Sewer,MANHATTAN,9
2023-03-28T00:00:00.000,Sewer,QUEENS,27
2023-03-28T00:00:00.000,Sewer,STATEN ISLAND,3
2023-03-28T00:00:00.000,Street Condition,BRONX,14
2023-03-28T00:00:00.000,Street Condition,BROOKLYN,59
2023-03-28T00:00:00.000,Street Condition,MANHATTAN,40
2023-03-28T00:00:00.000,Street Condition,QUEENS,58
2023-03-28T00:00:00.000,Street Condition,STATEN ISLAND,32
2023-03-28T00:00:00.000,Street Condition,Unspecified,1
2023-03-29T00:00:00.000,Air Quality,BRONX,3
2023-03-29T00:00:00.000,Air Quality,BROOKLYN,13
2023-03-29T00:00:00.000,Air Quality,MANHATTAN,26
2023-03-29T00:00:00.000,Air Quality,QUEENS,15
2023-03-29T00:00:00.000,Air Quality,STATEN ISLAND,4
2023-03-29T00:00:00.000,HEAT/HOT WATER,BRONX,312
2023-03-29T00:00:00.000,HEAT/HOT WATER,BROOKLYN,164
2023-03-29T00:00:00.000,HEAT/HOT WATER,MANHATTAN,162
2023-03-29T00:00:00.000,HEAT/HOT WATER,QUEENS,97
2023-03-29T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,12
2023-03-29T00:00:00.000,Noise - Street/Sidewalk,BRONX,22
2023-03-29T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,74
2023-03-29T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,72
2023-03-29T00:00:00.000,Noise - Street/Sidewalk,QUEENS,19
2023-03-29T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,4
2023-03-29T00:00:00.000,Sewer,BRONX,7
2023-03-29T00:00:00.000,Sewer,BROOKLYN,13
2023-03-29T00:00:00.000,Sewer,MANHATTAN,3
2023-03-29T00:00:00.000,Sewer,QUEENS,11
2023-03-29T00:00:00.000,Sewer,STATEN ISLAND,5
2023-03-29T00:00:00.000,Street Condition,BRONX,24
2023-03-29T00:00:00.000,Street Condition,BROOKLYN,45
2023-03-29T00:00:00.000,Street Condition,MANHATTAN,42
2023-03-29T00:00:00.000,Street Condition,QUEENS,63
2023-03-29T00:00:00.000,Street Condition,STATEN ISLAND,34
2023-03-30T00:00:00.000,Air Quality,BROOKLYN,3
2023-03-30T00:00:00.000,Air Quality,MANHATTAN,26
2023-03-30T00:00:00.000,Air Quality,QUEENS,22
2023-03-30T00:00:00.000,HEAT/HOT WATER,BRONX,416
2023-03-30T00:00:00.000,HEAT/HOT WATER,BROOKLYN,271
2023-03-30T00:00:00.000,HEAT/HOT WATER,MANHATTAN,238
2023-03-30T00:00:00.000,HEAT/HOT WATER,QUEENS,147
2023-03-30T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,2
2023-03-30T00:00:00.000,Noise - Street/Sidewalk,BRONX,25
2023-03-30T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,35
2023-03-30T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,68
2023-03-30T00:00:00.000,Noise - Street/Sidewalk,QUEENS,19
2023-03-30T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2023-03-30T00:00:00.000,Sewer,BRONX,9
2023-03-30T00:00:00.000,Sewer,BROOKLYN,21
2023-03-30T00:00:00.000,Sewer,MANHATTAN,11
2023-03-30T00:00:00.000,Sewer,QUEENS,28
2023-03-30T00:00:00.000,Sewer,STATEN ISLAND,3
2023-03-30T00:00:00.000,Street Condition,BRONX,32
2023-03-30T00:00:00.000,Street Condition,BROOKLYN,60
2023-03-30T00:00:00.000,Street Condition,MANHATTAN,45
2023-03-30T00:00:00.000,Street Condition,QUEENS,38
2023-03-30T00:00:00.000,Street Condition,STATEN ISLAND,22
2023-03-30T00:00:00.000,Street Condition,Unspecified,1
2023-03-31T00:00:00.000,Air Quality,BRONX,8
2023-03-31T00:00:00.000,Air Quality,BROOKLYN,2
2023-03-31T00:00:00.000,Air Quality,MANHATTAN,10
2023-03-31T00:00:00.000,Air Quality,QUEENS,18
2023-03-31T00:00:00.000,Air Quality,STATEN ISLAND,1
2023-03-31T00:00:00.000,HEAT/HOT WATER,BRONX,256
2023-03-31T00:00:00.000,HEAT/HOT WATER,BROOKLYN,164
2023-03-31T00:00:00.000,HEAT/HOT WATER,MANHATTAN,137
2023-03-31T00:00:00.000,HEAT/HOT WATER,QUEENS,90
2023-03-31T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,11
2023-03-31T00:00:00.000,Noise - Street/Sidewalk,BRONX,63
2023-03-31T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,59
2023-03-31T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,99
2023-03-31T00:00:00.000,Noise - Street/Sidewalk,QUEENS,22
2023-03-31T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,3
2023-03-31T00:00:00.000,Sewer,BRONX,3
2023-03-31T00:00:00.000,Sewer,BROOKLYN,15
2023-03-31T00:00:00.000,Sewer,MANHATTAN,4
2023-03-31T00:00:00.000,Sewer,QUEENS,19
2023-03-31T00:00:00.000,Sewer,STATEN ISLAND,15
2023-03-31T00:00:00.000,Street Condition,BRONX,15
2023-03-31T00:00:00.000,Street Condition,BROOKLYN,29
2023-03-31T00:00:00.000,Street Condition,MANHATTAN,50
2023-03-31T00:00:00.000,Street Condition,QUEENS,61
2023-03-31T00:00:00.000,Street Condition,STATEN ISLAND,28
2023-04-01T00:00:00.000,Air Quality,BRONX,1
2023-04-01T00:00:00.000,Air Quality,BROOKLYN,3
2023-04-01T00:00:00.000,Air Quality,MANHATTAN,8
2023-04-01T00:00:00.000,Air Quality,QUEENS,19
2023-04-01T00:00:00.000,Air Quality,STATEN ISLAND,1
2023-04-01T00:00:00.000,HEAT/HOT WATER,BRONX,135
2023-04-01T00:00:00.000,HEAT/HOT WATER,BROOKLYN,82
2023-04-01T00:00:00.000,HEAT/HOT WATER,MANHATTAN,83
2023-04-01T00:00:00.000,HEAT/HOT WATER,QUEENS,43
2023-04-01T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,3
2023-04-01T00:00:00.000,Noise - Street/Sidewalk,BRONX,103
2023-04-01T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,102
2023-04-01T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,136
2023-04-01T00:00:00.000,Noise - Street/Sidewalk,QUEENS,45
2023-04-01T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,4
2023-04-01T00:00:00.000,Sewer,BRONX,9
2023-04-01T00:00:00.000,Sewer,BROOKLYN,17
2023-04-01T00:00:00.000,Sewer,MANHATTAN,1
2023-04-01T00:00:00.000,Sewer,QUEENS,26
2023-04-01T00:00:00.000,Sewer,STATEN ISLAND,4
2023-04-01T00:00:00.000,Street Condition,BRONX,6
2023-04-01T00:00:00.000,Street Condition,BROOKLYN,21
2023-04-01T00:00:00.000,Street Condition,MANHATTAN,15
2023-04-01T00:00:00.000,Street Condition,QUEENS,33
2023-04-01T00:00:00.000,Street Condition,STATEN ISLAND,5
2023-04-02T00:00:00.000,Air Quality,BRONX,1
2023-04-02T00:00:00.000,Air Quality,BROOKLYN,5
2023-04-02T00:00:00.000,Air Quality,MANHATTAN,4
2023-04-02T00:00:00.000,Air Quality,QUEENS,13
2023-04-02T00:00:00.000,HEAT/HOT WATER,BRONX,217
2023-04-02T00:00:00.000,HEAT/HOT WATER,BROOKLYN,142
2023-04-02T00:00:00.000,HEAT/HOT WATER,MANHATTAN,135
2023-04-02T00:00:00.000,HEAT/HOT WATER,QUEENS,77
2023-04-02T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,2
2023-04-02T00:00:00.000,Noise - Street/Sidewalk,BRONX,59
2023-04-02T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,43
2023-04-02T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,73
2023-04-02T00:00:00.000,Noise - Street/Sidewalk,QUEENS,58
2023-04-02T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,2
2023-04-02T00:00:00.000,Sewer,BRONX,7
2023-04-02T00:00:00.000,Sewer,BROOKLYN,11
2023-04-02T00:00:00.000,Sewer,MANHATTAN,6
2023-04-02T00:00:00.000,Sewer,QUEENS,8
2023-04-02T00:00:00.000,Sewer,STATEN ISLAND,2
2023-04-02T00:00:00.000,Street Condition,BRONX,4
2023-04-02T00:00:00.000,Street Condition,BROOKLYN,16
2023-04-02T00:00:00.000,Street Condition,MANHATTAN,28
2023-04-02T00:00:00.000,Street Condition,QUEENS,26
2023-04-02T00:00:00.000,Street Condition,STATEN ISLAND,8
2023-04-03T00:00:00.000,Air Quality,BRONX,4
2023-04-03T00:00:00.000,Air Quality,BROOKLYN,13
2023-04-03T00:00:00.000,Air Quality,MANHATTAN,20
2023-04-03T00:00:00.000,Air Quality,QUEENS,15
2023-04-03T00:00:00.000,Air Quality,STATEN ISLAND,1
2023-04-03T00:00:00.000,HEAT/HOT WATER,BRONX,204
2023-04-03T00:00:00.000,HEAT/HOT WATER,BROOKLYN,153
2023-04-03T00:00:00.000,HEAT/HOT WATER,MANHATTAN,149
2023-04-03T00:00:00.000,HEAT/HOT WATER,QUEENS,78
2023-04-03T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,8
2023-04-03T00:00:00.000,Noise - Street/Sidewalk,BRONX,48
2023-04-03T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,49
2023-04-03T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,75
2023-04-03T00:00:00.000,Noise - Street/Sidewalk,QUEENS,20
2023-04-03T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2023-04-03T00:00:00.000,Sewer,BRONX,9
2023-04-03T00:00:00.000,Sewer,BROOKLYN,15
2023-04-03T00:00:00.000,Sewer,MANHATTAN,5
2023-04-03T00:00:00.000,Sewer,QUEENS,23
2023-04-03T00:00:00.000,Sewer,STATEN ISLAND,5
2023-04-03T00:00:00.000,Street Condition,BRONX,11
2023-04-03T00:00:00.000,Street Condition,BROOKLYN,40
2023-04-03T00:00:00.000,Street Condition,MANHATTAN,47
2023-04-03T00:00:00.000,Street Condition,QUEENS,60
2023-04-03T00:00:00.000,Street Condition,STATEN ISLAND,24
2023-04-03T00:00:00.000,Street Condition,Unspecified,2
2023-04-04T00:00:00.000,Air Quality,BRONX,3
2023-04-04T00:00:00.000,Air Quality,BROOKLYN,9
2023-04-04T00:00:00.000,Air Quality,MANHATTAN,11
2023-04-04T00:00:00.000,Air Quality,QUEENS,14
2023-04-04T00:00:00.000,HEAT/HOT WATER,BRONX,139
2023-04-04T00:00:00.000,HEAT/HOT WATER,BROOKLYN,89
2023-04-04T00:00:00.000,HEAT/HOT WATER,MANHATTAN,121
2023-04-04T00:00:00.000,HEAT/HOT WATER,QUEENS,35
2023-04-04T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,4
2023-04-04T00:00:00.000,Noise - Street/Sidewalk,BRONX,83
2023-04-04T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,112
2023-04-04T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,139
2023-04-04T00:00:00.000,Noise - Street/Sidewalk,QUEENS,36
2023-04-04T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,6
2023-04-04T00:00:00.000,Sewer,BRONX,10
2023-04-04T00:00:00.000,Sewer,BROOKLYN,15
2023-04-04T00:00:00.000,Sewer,MANHATTAN,4
2023-04-04T00:00:00.000,Sewer,QUEENS,14
2023-04-04T00:00:00.000,Sewer,STATEN ISLAND,8
2023-04-04T00:00:00.000,Street Condition,BRONX,23
2023-04-04T00:00:00.000,Street Condition,BROOKLYN,32
2023-04-04T00:00:00.000,Street Condition,MANHATTAN,47
2023-04-04T00:00:00.000,Street Condition,QUEENS,64
2023-04-04T00:00:00.000,Street Condition,STATEN ISLAND,22
2023-04-04T00:00:00.000,Street Condition,Unspecified,2
2023-04-05T00:00:00.000,Air Quality,BRONX,2
2023-04-05T00:00:00.000,Air Quality,BROOKLYN,7
2023-04-05T00:00:00.000,Air Quality,MANHATTAN,13
2023-04-05T00:00:00.000,Air Quality,QUEENS,14
2023-04-05T00:00:00.000,HEAT/HOT WATER,BRONX,214
2023-04-05T00:00:00.000,HEAT/HOT WATER,BROOKLYN,124
2023-04-05T00:00:00.000,HEAT/HOT WATER,MANHATTAN,123
2023-04-05T00:00:00.000,HEAT/HOT WATER,QUEENS,66
2023-04-05T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,7
2023-04-05T00:00:00.000,Noise - Street/Sidewalk,BRONX,27
2023-04-05T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,47
2023-04-05T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,79
2023-04-05T00:00:00.000,Noise - Street/Sidewalk,QUEENS,22
2023-04-05T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,2
2023-04-05T00:00:00.000,Noise - Street/Sidewalk,Unspecified,1
2023-04-05T00:00:00.000,Sewer,BRONX,7
2023-04-05T00:00:00.000,Sewer,BROOKLYN,14
2023-04-05T00:00:00.000,Sewer,MANHATTAN,4
2023-04-05T00:00:00.000,Sewer,QUEENS,25
2023-04-05T00:00:00.000,Sewer,STATEN ISLAND,7
2023-04-05T00:00:00.000,Street Condition,BRONX,26
2023-04-05T00:00:00.000,Street Condition,BROOKLYN,36
2023-04-05T00:00:00.000,Street Condition,MANHATTAN,35
2023-04-05T00:00:00.000,Street Condition,QUEENS,79
2023-04-05T00:00:00.000,Street Condition,STATEN ISLAND,26
2023-04-06T00:00:00.000,Air Quality,BRONX,5
2023-04-06T00:00:00.000,Air Quality,BROOKLYN,8
2023-04-06T00:00:00.000,Air Quality,MANHATTAN,13
2023-04-06T00:00:00.000,Air Quality,QUEENS,15
2023-04-06T00:00:00.000,Air Quality,STATEN ISLAND,1
2023-04-06T00:00:00.000,HEAT/HOT WATER,BRONX,109
2023-04-06T00:00:00.000,HEAT/HOT WATER,BROOKLYN,79
2023-04-06T00:00:00.000,HEAT/HOT WATER,MANHATTAN,90
2023-04-06T00:00:00.000,HEAT/HOT WATER,QUEENS,40
2023-04-06T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,1
2023-04-06T00:00:00.000,Noise - Street/Sidewalk,BRONX,79
2023-04-06T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,107
2023-04-06T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,150
2023-04-06T00:00:00.000,Noise - Street/Sidewalk,QUEENS,40
