request_date,complaint_type,borough,request_count
2022-11-12T00:00:00.000,HEAT/HOT WATER,MANHATTAN,52
2022-11-12T00:00:00.000,HEAT/HOT WATER,QUEENS,28
2022-11-12T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,2
2022-11-12T00:00:00.000,Noise - Street/Sidewalk,BRONX,158
2022-11-12T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,151
2022-11-12T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,214
2022-11-12T00:00:00.000,Noise - Street/Sidewalk,QUEENS,67
2022-11-12T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,6
2022-11-12T00:00:00.000,Sewer,BRONX,11
2022-11-12T00:00:00.000,Sewer,BROOKLYN,25
2022-11-12T00:00:00.000,Sewer,MANHATTAN,6
2022-11-12T00:00:00.000,Sewer,QUEENS,48
2022-11-12T00:00:00.000,Sewer,STATEN ISLAND,8
2022-11-12T00:00:00.000,Street Condition,BRONX,14
2022-11-12T00:00:00.000,Street Condition,BROOKLYN,18
2022-11-12T00:00:00.000,Street Condition,MANHATTAN,17
2022-11-12T00:00:00.000,Street Condition,QUEENS,26
2022-11-12T00:00:00.000,Street Condition,STATEN ISLAND,2
2022-11-13T00:00:00.000,Air Quality,BRONX,2
2022-11-13T00:00:00.000,Air Quality,BROOKLYN,2
2022-11-13T00:00:00.000,Air Quality,MANHATTAN,2
2022-11-13T00:00:00.000,Air Quality,QUEENS,10
2022-11-13T00:00:00.000,Air Quality,STATEN ISLAND,1
2022-11-13T00:00:00.000,HEAT/HOT WATER,BRONX,410
2022-11-13T00:00:00.000,HEAT/HOT WATER,BROOKLYN,339
2022-11-13T00:00:00.000,HEAT/HOT WATER,MANHATTAN,281
2022-11-13T00:00:00.000,HEAT/HOT WATER,QUEENS,199
2022-11-13T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,12
2022-11-13T00:00:00.000,Noise - Street/Sidewalk,BRONX,61
2022-11-13T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,74
2022-11-13T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,128
2022-11-13T00:00:00.000,Noise - Street/Sidewalk,QUEENS,55
2022-11-13T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2022-11-13T00:00:00.000,Sewer,BRONX,3
2022-11-13T00:00:00.000,Sewer,BROOKLYN,20
2022-11-13T00:00:00.000,Sewer,MANHATTAN,1
2022-11-13T00:00:00.000,Sewer,QUEENS,21
2022-11-13T00:00:00.000,Sewer,STATEN ISLAND,3
2022-11-13T00:00:00.000,Street Condition,BRONX,12
2022-11-13T00:00:00.000,Street Condition,BROOKLYN,32
2022-11-13T00:00:00.000,Street Condition,MANHATTAN,17
2022-11-13T00:00:00.000,Street Condition,QUEENS,36
2022-11-13T00:00:00.000,Street Condition,STATEN ISLAND,9
2022-11-14T00:00:00.000,Air Quality,BRONX,4
2022-11-14T00:00:00.000,Air Quality,BROOKLYN,5
2022-11-14T00:00:00.000,Air Quality,MANHATTAN,21
2022-11-14T00:00:00.000,Air Quality,QUEENS,18
2022-11-14T00:00:00.000,Air Quality,STATEN ISLAND,1
2022-11-14T00:00:00.000,HEAT/HOT WATER,BRONX,922
2022-11-14T00:00:00.000,HEAT/HOT WATER,BROOKLYN,751
2022-11-14T00:00:00.000,HEAT/HOT WATER,MANHATTAN,551
2022-11-14T00:00:00.000,HEAT/HOT WATER,QUEENS,351
2022-11-14T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,36
2022-11-14T00:00:00.000,Noise - Street/Sidewalk,BRONX,16
2022-11-14T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,26
2022-11-14T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,60
2022-11-14T00:00:00.000,Noise - Street/Sidewalk,QUEENS,13
2022-11-14T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,2
2022-11-14T00:00:00.000,Sewer,BRONX,10
2022-11-14T00:00:00.000,Sewer,BROOKLYN,31
2022-11-14T00:00:00.000,Sewer,MANHATTAN,4
2022-11-14T00:00:00.000,Sewer,QUEENS,42
2022-11-14T00:00:00.000,Sewer,STATEN ISLAND,12
2022-11-14T00:00:00.000,Sewer,Unspecified,1
2022-11-14T00:00:00.000,Street Condition,BRONX,11
2022-11-14T00:00:00.000,Street Condition,BROOKLYN,55
2022-11-14T00:00:00.000,Street Condition,MANHATTAN,36
2022-11-14T00:00:00.000,Street Condition,QUEENS,61
2022-11-14T00:00:00.000,Street Condition,STATEN ISLAND,16
2022-11-15T00:00:00.000,Air Quality,BROOKLYN,9
2022-11-15T00:00:00.000,Air Quality,MANHATTAN,21
2022-11-15T00:00:00.000,Air Quality,QUEENS,13
2022-11-15T00:00:00.000,HEAT/HOT WATER,BRONX,853
2022-11-15T00:00:00.000,HEAT/HOT WATER,BROOKLYN,644
2022-11-15T00:00:00.000,HEAT/HOT WATER,MANHATTAN,499
2022-11-15T00:00:00.000,HEAT/HOT WATER,QUEENS,290
2022-11-15T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,37
2022-11-15T00:00:00.000,Noise - Street/Sidewalk,BRONX,11
2022-11-15T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,15
2022-11-15T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,34
2022-11-15T00:00:00.000,Noise - Street/Sidewalk,QUEENS,4
2022-11-15T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2022-11-15T00:00:00.000,Sewer,BRONX,11
2022-11-15T00:00:00.000,Sewer,BROOKLYN,37
2022-11-15T00:00:00.000,Sewer,MANHATTAN,8
2022-11-15T00:00:00.000,Sewer,QUEENS,38
2022-11-15T00:00:00.000,Sewer,STATEN ISLAND,7
2022-11-15T00:00:00.000,Street Condition,BRONX,9
2022-11-15T00:00:00.000,Street Condition,BROOKLYN,34
2022-11-15T00:00:00.000,Street Condition,MANHATTAN,49
2022-11-15T00:00:00.000,Street Condition,QUEENS,56
2022-11-15T00:00:00.000,Street Condition,STATEN ISLAND,16
2022-11-16T00:00:00.000,Air Quality,BRONX,1
2022-11-16T00:00:00.000,Air Quality,BROOKLYN,6
2022-11-16T00:00:00.000,Air Quality,MANHATTAN,25
2022-11-16T00:00:00.000,Air Quality,QUEENS,18
2022-11-16T00:00:00.000,HEAT/HOT WATER,BRONX,704
2022-11-16T00:00:00.000,HEAT/HOT WATER,BROOKLYN,484
2022-11-16T00:00:00.000,HEAT/HOT WATER,MANHATTAN,379
2022-11-16T00:00:00.000,HEAT/HOT WATER,QUEENS,236
2022-11-16T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,21
2022-11-16T00:00:00.000,Noise - Street/Sidewalk,BRONX,12
2022-11-16T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,36
2022-11-16T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,62
2022-11-16T00:00:00.000,Noise - Street/Sidewalk,QUEENS,11
2022-11-16T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,2
2022-11-16T00:00:00.000,Sewer,BRONX,7
2022-11-16T00:00:00.000,Sewer,BROOKLYN,20
2022-11-16T00:00:00.000,Sewer,MANHATTAN,5
2022-11-16T00:00:00.000,Sewer,QUEENS,51
2022-11-16T00:00:00.000,Sewer,STATEN ISLAND,12
2022-11-16T00:00:00.000,Street Condition,BRONX,9
2022-11-16T00:00:00.000,Street Condition,BROOKLYN,43
2022-11-16T00:00:00.000,Street Condition,MANHATTAN,30
2022-11-16T00:00:00.000,Street Condition,QUEENS,62
2022-11-16T00:00:00.000,Street Condition,STATEN ISLAND,27
2022-11-16T00:00:00.000,Street Condition,Unspecified,1
2022-11-17T00:00:00.000,Air Quality,BRONX,2
2022-11-17T00:00:00.000,Air Quality,BROOKLYN,8
2022-11-17T00:00:00.000,Air Quality,MANHATTAN,22
2022-11-17T00:00:00.000,Air Quality,QUEENS,6
2022-11-17T00:00:00.000,Air Quality,STATEN ISLAND,1
2022-11-17T00:00:00.000,HEAT/HOT WATER,BRONX,634
2022-11-17T00:00:00.000,HEAT/HOT WATER,BROOKLYN,577
2022-11-17T00:00:00.000,HEAT/HOT WATER,MANHATTAN,415
2022-11-17T00:00:00.000,HEAT/HOT WATER,QUEENS,265
2022-11-17T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,16
2022-11-17T00:00:00.000,Noise - Street/Sidewalk,BRONX,18
2022-11-17T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,36
2022-11-17T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,55
2022-11-17T00:00:00.000,Noise - Street/Sidewalk,QUEENS,14
2022-11-17T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2022-11-17T00:00:00.000,Sewer,BRONX,5
2022-11-17T00:00:00.000,Sewer,BROOKLYN,22
2022-11-17T00:00:00.000,Sewer,MANHATTAN,3
2022-11-17T00:00:00.000,Sewer,QUEENS,16
2022-11-17T00:00:00.000,Sewer,STATEN ISLAND,7
2022-11-17T00:00:00.000,Street Condition,BRONX,9
2022-11-17T00:00:00.000,Street Condition,BROOKLYN,43
2022-11-17T00:00:00.000,Street Condition,MANHATTAN,34
2022-11-17T00:00:00.000,Street Condition,QUEENS,52
2022-11-17T00:00:00.000,Street Condition,STATEN ISLAND,10
2022-11-17T00:00:00.000,Street Condition,Unspecified,1
2022-11-18T00:00:00.000,Air Quality,BRONX,2
2022-11-18T00:00:00.000,Air Quality,BROOKLYN,3
2022-11-18T00:00:00.000,Air Quality,MANHATTAN,23
2022-11-18T00:00:00.000,Air Quality,QUEENS,8
2022-11-18T00:00:00.000,HEAT/HOT WATER,BRONX,622
2022-11-18T00:00:00.000,HEAT/HOT WATER,BROOKLYN,534
2022-11-18T00:00:00.000,HEAT/HOT WATER,MANHATTAN,428
2022-11-18T00:00:00.000,HEAT/HOT WATER,QUEENS,296
2022-11-18T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,23
2022-11-18T00:00:00.000,Noise - Street/Sidewalk,BRONX,14
2022-11-18T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,29
2022-11-18T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,97
2022-11-18T00:00:00.000,Noise - Street/Sidewalk,QUEENS,17
2022-11-18T00:00:00.000,Sewer,BRONX,12
2022-11-18T00:00:00.000,Sewer,BROOKLYN,20
2022-11-18T00:00:00.000,Sewer,MANHATTAN,3
2022-11-18T00:00:00.000,Sewer,QUEENS,12
2022-11-18T00:00:00.000,Sewer,STATEN ISLAND,8
2022-11-18T00:00:00.000,Sewer,Unspecified,1
2022-11-18T00:00:00.000,Street Condition,BRONX,4
2022-11-18T00:00:00.000,Street Condition,BROOKLYN,37
2022-11-18T00:00:00.000,Street Condition,MANHATTAN,26
2022-11-18T00:00:00.000,Street Condition,QUEENS,57
2022-11-18T00:00:00.000,Street Condition,STATEN ISLAND,6
2022-11-19T00:00:00.000,Air Quality,BROOKLYN,1
2022-11-19T00:00:00.000,Air Quality,MANHATTAN,12
2022-11-19T00:00:00.000,Air Quality,QUEENS,8
2022-11-19T00:00:00.000,Air Quality,STATEN ISLAND,1
2022-11-19T00:00:00.000,HEAT/HOT WATER,BRONX,704
2022-11-19T00:00:00.000,HEAT/HOT WATER,BROOKLYN,599
2022-11-19T00:00:00.000,HEAT/HOT WATER,MANHATTAN,449
2022-11-19T00:00:00.000,HEAT/HOT WATER,QUEENS,278
2022-11-19T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,19
2022-11-19T00:00:00.000,Noise - Street/Sidewalk,BRONX,21
2022-11-19T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,41
2022-11-19T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,90
2022-11-19T00:00:00.000,Noise - Street/Sidewalk,QUEENS,21
2022-11-19T00:00:00.000,Sewer,BRONX,3
2022-11-19T00:00:00.000,Sewer,BROOKLYN,6
2022-11-19T00:00:00.000,Sewer,QUEENS,13
2022-11-19T00:00:00.000,Sewer,STATEN ISLAND,10
2022-11-19T00:00:00.000,Street Condition,BRONX,8
2022-11-19T00:00:00.000,Street Condition,BROOKLYN,27
2022-11-19T00:00:00.000,Street Condition,MANHATTAN,21
2022-11-19T00:00:00.000,Street Condition,QUEENS,36
2022-11-19T00:00:00.000,Street Condition,STATEN ISLAND,4
2022-11-20T00:00:00.000,Air Quality,BRONX,1
2022-11-20T00:00:00.000,Air Quality,BROOKLYN,3
2022-11-20T00:00:00.000,Air Quality,MANHATTAN,6
2022-11-20T00:00:00.000,Air Quality,QUEENS,23
2022-11-20T00:00:00.000,Air Quality,STATEN ISLAND,1
2022-11-20T00:00:00.000,HEAT/HOT WATER,BRONX,809
2022-11-20T00:00:00.000,HEAT/HOT WATER,BROOKLYN,652
2022-11-20T00:00:00.000,HEAT/HOT WATER,MANHATTAN,460
2022-11-20T00:00:00.000,HEAT/HOT WATER,QUEENS,320
2022-11-20T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,27
2022-11-20T00:00:00.000,Noise - Street/Sidewalk,BRONX,27
2022-11-20T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,37
2022-11-20T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,63
2022-11-20T00:00:00.000,Noise - Street/Sidewalk,QUEENS,18
2022-11-20T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2022-11-20T00:00:00.000,Sewer,BRONX,2
2022-11-20T00:00:00.000,Sewer,BROOKLYN,9
2022-11-20T00:00:00.000,Sewer,MANHATTAN,1
2022-11-20T00:00:00.000,Sewer,QUEENS,12
2022-11-20T00:00:00.000,Sewer,STATEN ISLAND,9
2022-11-20T00:00:00.000,Street Condition,BRONX,7
2022-11-20T00:00:00.000,Street Condition,BROOKLYN,32
2022-11-20T00:00:00.000,Street Condition,MANHATTAN,25
2022-11-20T00:00:00.000,Street Condition,QUEENS,33
2022-11-20T00:00:00.000,Street Condition,STATEN ISLAND,4
2022-11-21T00:00:00.000,Air Quality,BRONX,2
2022-11-21T00:00:00.000,Air Quality,BROOKLYN,5
2022-11-21T00:00:00.000,Air Quality,MANHATTAN,25
2022-11-21T00:00:00.000,Air Quality,QUEENS,19
2022-11-21T00:00:00.000,HEAT/HOT WATER,BRONX,910
2022-11-21T00:00:00.000,HEAT/HOT WATER,BROOKLYN,773
2022-11-21T00:00:00.000,HEAT/HOT WATER,MANHATTAN,541
2022-11-21T00:00:00.000,HEAT/HOT WATER,QUEENS,307
2022-11-21T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,38
2022-11-21T00:00:00.000,Noise - Street/Sidewalk,BRONX,16
2022-11-21T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,11
2022-11-21T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,37
2022-11-21T00:00:00.000,Noise - Street/Sidewalk,QUEENS,12
2022-11-21T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,2
2022-11-21T00:00:00.000,Sewer,BRONX,12
2022-11-21T00:00:00.000,Sewer,BROOKLYN,8
2022-11-21T00:00:00.000,Sewer,MANHATTAN,2
2022-11-21T00:00:00.000,Sewer,QUEENS,26
2022-11-21T00:00:00.000,Sewer,STATEN ISLAND,10
2022-11-21T00:00:00.000,Street Condition,BRONX,13
2022-11-21T00:00:00.000,Street Condition,BROOKLYN,48
2022-11-21T00:00:00.000,Street Condition,MANHATTAN,51
2022-11-21T00:00:00.000,Street Condition,QUEENS,64
2022-11-21T00:00:00.000,Street Condition,STATEN ISLAND,27
2022-11-22T00:00:00.000,Air Quality,BRONX,1
2022-11-22T00:00:00.000,Air Quality,BROOKLYN,4
2022-11-22T00:00:00.000,Air Quality,MANHATTAN,27
2022-11-22T00:00:00.000,Air Quality,QUEENS,15
2022-11-22T00:00:00.000,Air Quality,STATEN ISLAND,1
2022-11-22T00:00:00.000,HEAT/HOT WATER,BRONX,573
2022-11-22T00:00:00.000,HEAT/HOT WATER,BROOKLYN,398
2022-11-22T00:00:00.000,HEAT/HOT WATER,MANHATTAN,282
2022-11-22T00:00:00.000,HEAT/HOT WATER,QUEENS,186
2022-11-22T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,16
2022-11-22T00:00:00.000,Noise - Street/Sidewalk,BRONX,21
2022-11-22T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,25
2022-11-22T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,76
2022-11-22T00:00:00.000,Noise - Street/Sidewalk,QUEENS,13
2022-11-22T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2022-11-22T00:00:00.000,Sewer,BRONX,8
2022-11-22T00:00:00.000,Sewer,BROOKLYN,10
2022-11-22T00:00:00.000,Sewer,MANHATTAN,6
2022-11-22T00:00:00.000,Sewer,QUEENS,34
2022-11-22T00:00:00.000,Sewer,STATEN ISLAND,7
2022-11-22T00:00:00.000,Sewer,Unspecified,1
2022-11-22T00:00:00.000,Street Condition,BRONX,16
2022-11-22T00:00:00.000,Street Condition,BROOKLYN,54
2022-11-22T00:00:00.000,Street Condition,MANHATTAN,35
2022-11-22T00:00:00.000,Street Condition,QUEENS,65
2022-11-22T00:00:00.000,Street Condition,STATEN ISLAND,28
2022-11-23T00:00:00.000,Air Quality,BROOKLYN,4
2022-11-23T00:00:00.000,Air Quality,MANHATTAN,11
2022-11-23T00:00:00.000,Air Quality,QUEENS,14
2022-11-23T00:00:00.000,HEAT/HOT WATER,BRONX,373
2022-11-23T00:00:00.000,HEAT/HOT WATER,BROOKLYN,280
2022-11-23T00:00:00.000,HEAT/HOT WATER,MANHATTAN,250
2022-11-23T00:00:00.000,HEAT/HOT WATER,QUEENS,120
2022-11-23T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,15
2022-11-23T00:00:00.000,Noise - Street/Sidewalk,BRONX,34
2022-11-23T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,41
2022-11-23T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,94
2022-11-23T00:00:00.000,Noise - Street/Sidewalk,QUEENS,21
2022-11-23T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,3
2022-11-23T00:00:00.000,Sewer,BRONX,6
2022-11-23T00:00:00.000,Sewer,BROOKLYN,16
2022-11-23T00:00:00.000,Sewer,MANHATTAN,1
2022-11-23T00:00:00.000,Sewer,QUEENS,22
2022-11-23T00:00:00.000,Sewer,STATEN ISLAND,6
2022-11-23T00:00:00.000,Street Condition,BRONX,7
2022-11-23T00:00:00.000,Street Condition,BROOKLYN,70
2022-11-23T00:00:00.000,Street Condition,MANHATTAN,17
2022-11-23T00:00:00.000,Street Condition,QUEENS,60
2022-11-23T00:00:00.000,Street Condition,STATEN ISLAND,2
2022-11-23T00:00:00.000,Street Condition,Unspecified,1
2022-11-24T00:00:00.000,Air Quality,BROOKLYN,3
2022-11-24T00:00:00.000,Air Quality,QUEENS,12
2022-11-24T00:00:00.000,HEAT/HOT WATER,BRONX,271
2022-11-24T00:00:00.000,HEAT/HOT WATER,BROOKLYN,164
2022-11-24T00:00:00.000,HEAT/HOT WATER,MANHATTAN,177
2022-11-24T00:00:00.000,HEAT/HOT WATER,QUEENS,105
2022-11-24T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,8
2022-11-24T00:00:00.000,Noise - Street/Sidewalk,BRONX,41
2022-11-24T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,58
2022-11-24T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,98
2022-11-24T00:00:00.000,Noise - Street/Sidewalk,QUEENS,38
2022-11-24T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,2
2022-11-24T00:00:00.000,Sewer,BRONX,4
2022-11-24T00:00:00.000,Sewer,BROOKLYN,5
2022-11-24T00:00:00.000,Sewer,QUEENS,11
2022-11-24T00:00:00.000,Sewer,STATEN ISLAND,1
2022-11-24T00:00:00.000,Street Condition,BRONX,2
2022-11-24T00:00:00.000,Street Condition,BROOKLYN,23
2022-11-24T00:00:00.000,Street Condition,MANHATTAN,20
2022-11-24T00:00:00.000,Street Condition,QUEENS,20
2022-11-25T00:00:00.000,Air Quality,BRONX,1
2022-11-25T00:00:00.000,Air Quality,BROOKLYN,3
2022-11-25T00:00:00.000,Air Quality,MANHATTAN,3
2022-11-25T00:00:00.000,Air Quality,QUEENS,12
2022-11-25T00:00:00.000,HEAT/HOT WATER,BRONX,321
2022-11-25T00:00:00.000,HEAT/HOT WATER,BROOKLYN,228
2022-11-25T00:00:00.000,HEAT/HOT WATER,MANHATTAN,166
2022-11-25T00:00:00.000,HEAT/HOT WATER,QUEENS,93
2022-11-25T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,14
2022-11-25T00:00:00.000,Noise - Street/Sidewalk,BRONX,38
2022-11-25T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,30
2022-11-25T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,61
2022-11-25T00:00:00.000,Noise - Street/Sidewalk,QUEENS,15
2022-11-25T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2022-11-25T00:00:00.000,Sewer,BRONX,4
2022-11-25T00:00:00.000,Sewer,BROOKLYN,17
2022-11-25T00:00:00.000,Sewer,QUEENS,13
2022-11-25T00:00:00.000,Sewer,STATEN ISLAND,2
2022-11-25T00:00:00.000,Street Condition,BRONX,8
2022-11-25T00:00:00.000,Street Condition,BROOKLYN,12
2022-11-25T00:00:00.000,Street Condition,MANHATTAN,16
2022-11-25T00:00:00.000,Street Condition,QUEENS,34
2022-11-25T00:00:00.000,Street Condition,STATEN ISLAND,19
2022-11-26T00:00:00.000,Air Quality,BRONX,2
2022-11-26T00:00:00.000,Air Quality,BROOKLYN,4
2022-11-26T00:00:00.000,Air Quality,MANHATTAN,4
2022-11-26T00:00:00.000,Air Quality,QUEENS,6
2022-11-26T00:00:00.000,HEAT/HOT WATER,BRONX,317
2022-11-26T00:00:00.000,HEAT/HOT WATER,BROOKLYN,259
2022-11-26T00:00:00.000,HEAT/HOT WATER,MANHATTAN,182
2022-11-26T00:00:00.000,HEAT/HOT WATER,QUEENS,124
2022-11-26T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,8
2022-11-26T00:00:00.000,Noise - Street/Sidewalk,BRONX,59
2022-11-26T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,46
2022-11-26T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,97
2022-11-26T00:00:00.000,Noise - Street/Sidewalk,QUEENS,29
2022-11-26T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,3
2022-11-26T00:00:00.000,Sewer,BRONX,5
2022-11-26T00:00:00.000,Sewer,BROOKLYN,7
2022-11-26T00:00:00.000,Sewer,MANHATTAN,4
2022-11-26T00:00:00.000,Sewer,QUEENS,13
2022-11-26T00:00:00.000,Sewer,STATEN ISLAND,2
2022-11-26T00:00:00.000,Street Condition,BRONX,3
2022-11-26T00:00:00.000,Street Condition,BROOKLYN,36
2022-11-26T00:00:00.000,Street Condition,MANHATTAN,11
2022-11-26T00:00:00.000,Street Condition,QUEENS,19
2022-11-26T00:00:00.000,Street Condition,STATEN ISLAND,9
2022-11-27T00:00:00.000,Air Quality,BROOKLYN,2
2022-11-27T00:00:00.000,Air Quality,MANHATTAN,4
2022-11-27T00:00:00.000,Air Quality,QUEENS,9
2022-11-27T00:00:00.000,Air Quality,STATEN ISLAND,1
2022-11-27T00:00:00.000,HEAT/HOT WATER,BRONX,301
2022-11-27T00:00:00.000,HEAT/HOT WATER,BROOKLYN,191
2022-11-27T00:00:00.000,HEAT/HOT WATER,MANHATTAN,190
2022-11-27T00:00:00.000,HEAT/HOT WATER,QUEENS,92
2022-11-27T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,16
2022-11-27T00:00:00.000,Noise - Street/Sidewalk,BRONX,46
2022-11-27T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,37
2022-11-27T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,106
2022-11-27T00:00:00.000,Noise - Street/Sidewalk,QUEENS,26
2022-11-27T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,3
2022-11-27T00:00:00.000,Sewer,BRONX,11
2022-11-27T00:00:00.000,Sewer,BROOKLYN,14
2022-11-27T00:00:00.000,Sewer,MANHATTAN,4
2022-11-27T00:00:00.000,Sewer,QUEENS,23
2022-11-27T00:00:00.000,Sewer,STATEN ISLAND,11
2022-11-27T00:00:00.000,Street Condition,BRONX,4
2022-11-27T00:00:00.000,Street Condition,BROOKLYN,26
2022-11-27T00:00:00.000,Street Condition,MANHATTAN,13
2022-11-27T00:00:00.000,Street Condition,QUEENS,59
2022-11-27T00:00:00.000,Street Condition,STATEN ISLAND,10
2022-11-28T00:00:00.000,Air Quality,BROOKLYN,8
2022-11-28T00:00:00.000,Air Quality,MANHATTAN,21
2022-11-28T00:00:00.000,Air Quality,QUEENS,6
2022-11-28T00:00:00.000,HEAT/HOT WATER,BRONX,421
2022-11-28T00:00:00.000,HEAT/HOT WATER,BROOKLYN,266
2022-11-28T00:00:00.000,HEAT/HOT WATER,MANHATTAN,220
2022-11-28T00:00:00.000,HEAT/HOT WATER,QUEENS,135
2022-11-28T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,13
2022-11-28T00:00:00.000,Noise - Street/Sidewalk,BRONX,18
2022-11-28T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,30
2022-11-28T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,85
2022-11-28T00:00:00.000,Noise - Street/Sidewalk,QUEENS,14
2022-11-28T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,2
2022-11-28T00:00:00.000,Sewer,BRONX,13
2022-11-28T00:00:00.000,Sewer,BROOKLYN,20
2022-11-28T00:00:00.000,Sewer,MANHATTAN,3
2022-11-28T00:00:00.000,Sewer,QUEENS,28
2022-11-28T00:00:00.000,Sewer,STATEN ISLAND,5
2022-11-28T00:00:00.000,Street Condition,BRONX,19
2022-11-28T00:00:00.000,Street Condition,BROOKLYN,88
2022-11-28T00:00:00.000,Street Condition,MANHATTAN,47
2022-11-28T00:00:00.000,Street Condition,QUEENS,92
2022-11-28T00:00:00.000,Street Condition,STATEN ISLAND,28
2022-11-29T00:00:00.000,Air Quality,BRONX,2
2022-11-29T00:00:00.000,Air Quality,BROOKLYN,8
2022-11-29T00:00:00.000,Air Quality,MANHATTAN,20
2022-11-29T00:00:00.000,Air Quality,QUEENS,13
2022-11-29T00:00:00.000,HEAT/HOT WATER,BRONX,568
2022-11-29T00:00:00.000,HEAT/HOT WATER,BROOKLYN,375
2022-11-29T00:00:00.000,HEAT/HOT WATER,MANHATTAN,307
2022-11-29T00:00:00.000,HEAT/HOT WATER,QUEENS,201
2022-11-29T00:00:00.000,HEAT/HOT WATER,STATEN ISLAND,14
2022-11-29T00:00:00.000,Noise - Street/Sidewalk,BRONX,8
2022-11-29T00:00:00.000,Noise - Street/Sidewalk,BROOKLYN,32
2022-11-29T00:00:00.000,Noise - Street/Sidewalk,MANHATTAN,52
2022-11-29T00:00:00.000,Noise - Street/Sidewalk,QUEENS,14
2022-11-29T00:00:00.000,Noise - Street/Sidewalk,STATEN ISLAND,1
2022-11-29T00:00:00.000,Sewer,BRONX,10
2022-11-29T00:00:00.000,Sewer,BROOKLYN,12
2022-11-29T00:00:00.000,Sewer,MANHATTAN,8
2022-11-29T00:00:00.000,Sewer,QUEENS,26
2022-11-29T00:00:00.000,Sewer,STATEN ISLAND,8
2022-11-29T00:00:00.000,Street Condition,BRONX,28
2022-11-29T00:00:00.000,Street Condition,BROOKLYN,37
